,example_label,input_sentence,label,recommended_item,categories,avg_stars,price,rank
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,2
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,3
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,4
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Rumi's Kitchen,"Restaurants, Nightlife, Cocktail Bars, Middle Eastern, Persian/Iranian, Bars",4.22,2.0,5
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,6
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,7
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,8
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,9
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,10
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Murphy's,"American (Traditional), Desserts, Restaurants, American (New), Food, Breakfast & Brunch",4.01,2.0,11
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,12
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,13
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Papi's Cuban & Caribbean Grill,"Caribbean, Cuban, Restaurants",3.97,2.0,14
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,The General Muir,"Restaurants, American (Traditional), Breakfast & Brunch, Delis",4.03,2.0,15
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Cafe Bombay,"Restaurants, Pakistani, Indian",3.74,2.0,16
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,South City Kitchen Midtown,"Restaurants, American (New), Southern, Breakfast & Brunch, Gluten-Free",4.33,2.0,17
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,18
71,synagogue,Which restaurant should I go to eat when I am off my work at the synagogue?,all,Cafe Agora,"Turkish, Restaurants, Mediterranean, Greek",4.17,2.0,19
72,court,Can you pick a place to go after I leave the court?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
72,court,Can you pick a place to go after I leave the court?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,1
72,court,Can you pick a place to go after I leave the court?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,2
72,court,Can you pick a place to go after I leave the court?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,3
72,court,Can you pick a place to go after I leave the court?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,4
72,court,Can you pick a place to go after I leave the court?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,5
72,court,Can you pick a place to go after I leave the court?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,6
72,court,Can you pick a place to go after I leave the court?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,7
72,court,Can you pick a place to go after I leave the court?,all,Ponce City Market,"Food Court, Shopping Centers, Home Services, Real Estate, Apartments, Restaurants, Shopping, Professional Services, Public Markets",4.13,2.0,8
72,court,Can you pick a place to go after I leave the court?,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,9
72,court,Can you pick a place to go after I leave the court?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,10
72,court,Can you pick a place to go after I leave the court?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,11
72,court,Can you pick a place to go after I leave the court?,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,12
72,court,Can you pick a place to go after I leave the court?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,13
72,court,Can you pick a place to go after I leave the court?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,14
72,court,Can you pick a place to go after I leave the court?,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,15
72,court,Can you pick a place to go after I leave the court?,all,Sip The Experience,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",3.87,1.0,16
72,court,Can you pick a place to go after I leave the court?,all,Grant Park Coffeehouse,"Coffee & Tea, Bakeries, Food, Restaurants, Sandwiches, Ice Cream & Frozen Yogurt",4.11,1.0,17
72,court,Can you pick a place to go after I leave the court?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,18
72,court,Can you pick a place to go after I leave the court?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,19
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,1
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,2
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,3
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,4
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,5
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,6
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,7
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,8
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,9
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,10
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,11
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,12
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,13
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Corner Bakery Cafe,"Cafes, Event Planning & Services, Restaurants, Caterers, Breakfast & Brunch, Bakeries, Food",3.87,1.0,14
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,The Original Pancake House,"Breakfast & Brunch, Restaurants",3.42,2.0,15
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Grant Park Coffeehouse,"Coffee & Tea, Bakeries, Food, Restaurants, Sandwiches, Ice Cream & Frozen Yogurt",4.11,1.0,16
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Sip The Experience,"Restaurants, Sandwiches, Coffee & Tea, Breakfast & Brunch, Cafes, Food, Desserts",3.87,1.0,17
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,18
73,psychiatrist,Can you pick a place to go after I leave the psychiatrist?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,19
74,museum,Can you pick a place to go after I leave the museum?,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,0
74,museum,Can you pick a place to go after I leave the museum?,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,1
74,museum,Can you pick a place to go after I leave the museum?,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,2
74,museum,Can you pick a place to go after I leave the museum?,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,3
74,museum,Can you pick a place to go after I leave the museum?,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,4
74,museum,Can you pick a place to go after I leave the museum?,all,Egg Harbor Café,"Sandwiches, Cafes, Gluten-Free, Restaurants, Breakfast & Brunch",4.41,2.0,5
74,museum,Can you pick a place to go after I leave the museum?,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,6
74,museum,Can you pick a place to go after I leave the museum?,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,7
74,museum,Can you pick a place to go after I leave the museum?,all,Ponce City Market,"Food Court, Shopping Centers, Home Services, Real Estate, Apartments, Restaurants, Shopping, Professional Services, Public Markets",4.13,2.0,8
74,museum,Can you pick a place to go after I leave the museum?,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,9
74,museum,Can you pick a place to go after I leave the museum?,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,10
74,museum,Can you pick a place to go after I leave the museum?,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,11
74,museum,Can you pick a place to go after I leave the museum?,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,12
74,museum,Can you pick a place to go after I leave the museum?,all,West Egg Café,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch",3.86,2.0,13
74,museum,Can you pick a place to go after I leave the museum?,all,Rise -n- Dine,"Breakfast & Brunch, Food, Diners, Cafes, Sandwiches, Restaurants, Coffee & Tea",4.0,2.0,14
74,museum,Can you pick a place to go after I leave the museum?,all,Sun in My Belly,"Restaurants, Event Planning & Services, Food, Breakfast & Brunch, Desserts, American (New), Bagels, Southern, Caterers, Bars, Coffee & Tea, Nightlife, Cafes, Wine Bars",3.95,2.0,15
74,museum,Can you pick a place to go after I leave the museum?,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,16
74,museum,Can you pick a place to go after I leave the museum?,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,17
74,museum,Can you pick a place to go after I leave the museum?,all,Cafe Intermezzo,"American (Traditional), Desserts, Modern European, Restaurants, Food, Cafes, Coffee & Tea, Breakfast & Brunch",3.13,2.0,18
